Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2016-11-08,Dinner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-08,Snacks,895.0,2.0,1.0,0.0,0.0,0.0,60.0,274.0,96.0,20.1,0.0,2.0,49.5,0.0,0.0,17.0,4.0
2016-11-09,Breakfast,420.7,9.4,4.2,0.0,0.1,0.0,43.5,282.0,232.3,62.7,3.0,2.7,15.0,5.2,0.0,7.3,23.3
2016-11-09,Lunch,394.0,1.4,0.1,0.1,0.0,0.0,37.5,1339.5,227.0,73.8,12.1,28.8,24.1,36.0,20.5,4.0,26.5
2016-11-09,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-11-09,Snacks,940.0,47.5,7.5,4.5,7.0,0.0,65.0,950.0,400.0,49.0,11.0,14.0,85.0,4.0,0.0,42.0,26.0
2016-11-10,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-10,Lunch,394.0,1.4,0.1,0.1,0.0,0.0,37.5,1339.5,227.0,73.8,12.1,28.8,24.1,36.0,20.5,4.0,26.5
2016-11-10,Dinner,1460.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-11-10,Snacks,1020.0,21.0,1.5,0.0,0.0,0.0,0.0,0.0,300.0,9.0,4.5,1.5,9.0,0.0,0.0,12.0,9.0
2016-11-11,Breakfast,154.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-11,Lunch,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-11,Dinner,180.0,10.0,2.0,0.0,0.0,0.0,80.0,460.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,20.0,4.0
2016-11-11,Snacks,1679.0,2.0,1.0,0.0,0.0,0.0,60.0,274.0,96.0,20.1,0.0,2.0,49.5,0.0,0.0,17.0,4.0
2016-11-12,Breakfast,534.7,19.1,7.0,0.0,0.1,0.0,205.0,1349.5,232.3,66.0,5.0,7.0,24.6,8.0,0.0,15.9,25.3
2016-11-12,Lunch,1060.0,11.0,4.5,0.0,0.0,0.0,70.0,1200.0,0.0,67.0,4.0,7.0,23.0,4.0,0.0,10.0,20.0
2016-11-12,Dinner,1520.0,70.0,18.0,18.0,28.0,0.0,20.0,2760.0,0.0,124.0,20.0,40.0,100.0,16.0,0.0,40.0,40.0
2016-11-12,Snacks,2510.0,4.0,2.0,0.0,0.0,0.0,120.0,548.0,192.0,40.2,0.0,4.0,99.0,0.0,0.0,34.0,8.0
2016-11-13,Breakfast,764.7,35.1,9.0,9.0,14.1,0.0,10.0,1389.5,232.3,62.0,10.0,20.0,50.6,8.0,0.0,20.9,20.3
2016-11-13,Dinner,505.0,1.0,0.0,0.0,0.0,0.0,50.0,1865.0,0.0,70.0,28.0,7.0,50.5,0.0,35.0,14.0,39.0
2016-11-13,Snacks,1560.0,3.0,1.5,0.0,0.0,0.0,90.0,390.0,0.0,9.0,0.0,3.0,72.0,0.0,0.0,24.0,6.0
2016-11-14,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-14,Lunch,1180.0,47.0,9.5,0.0,0.0,0.0,240.0,2520.0,0.0,116.0,10.0,34.0,73.0,0.0,0.0,0.0,0.0
2016-11-14,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-11-14,Snacks,504.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,25.4,0.0,2.0,50.0,0.0,0.0,16.0,4.0
2016-11-15,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-15,Lunch,394.0,1.4,0.1,0.1,0.0,0.0,37.5,1339.5,227.0,73.8,12.1,28.8,24.1,36.0,20.5,4.0,26.5
2016-11-15,Dinner,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-15,Snacks,140.0,7.7,0.6,0.0,0.0,0.0,0.0,60.0,110.0,15.3,4.4,7.3,4.6,190.0,4.0,6.4,7.3
2016-11-16,Breakfast,440.0,8.8,4.7,0.0,0.0,0.0,24.5,443.5,0.0,47.7,2.0,4.7,10.4,4.2,15.0,16.4,15.0
2016-11-16,Lunch,915.0,27.3,6.0,0.0,0.0,0.0,240.0,1812.5,0.0,101.0,10.5,27.5,66.5,0.0,0.0,0.0,0.0
2016-11-16,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-11-16,Snacks,620.0,19.5,5.5,4.5,7.0,0.0,65.0,950.0,0.0,37.0,5.0,12.0,73.0,4.0,0.0,26.0,14.0
2016-11-17,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-17,Lunch,1394.0,1.4,0.1,0.1,0.0,0.0,37.5,1339.5,227.0,73.8,12.1,28.8,24.1,36.0,20.5,4.0,26.5
2016-11-17,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-11-17,Snacks,360.0,3.0,1.5,0.0,0.0,0.0,90.0,390.0,0.0,9.0,0.0,3.0,72.0,0.0,0.0,24.0,6.0
2016-11-18,Breakfast,328.7,7.6,4.2,0.0,0.1,0.0,24.5,536.0,400.3,51.7,3.8,0.7,11.0,4.2,0.0,4.3,18.3
2016-11-18,Lunch,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-18,Dinner,1520.0,70.0,18.0,18.0,28.0,0.0,20.0,2760.0,0.0,124.0,20.0,40.0,100.0,16.0,0.0,40.0,40.0
2016-11-18,Snacks,1170.0,11.0,6.5,0.0,0.0,0.0,120.0,558.0,0.0,26.0,0.0,15.0,97.0,0.0,0.0,32.0,8.0
2016-11-19,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-19,Lunch,915.0,27.3,6.0,0.0,0.0,0.0,240.0,1812.5,0.0,101.0,10.5,27.5,66.5,0.0,0.0,0.0,0.0
2016-11-19,Dinner,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-19,Snacks,1560.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,24.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-11-20,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-20,Lunch,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-20,Dinner,1015.0,35.0,7.0,0.0,0.0,0.0,280.0,3115.0,0.0,70.0,28.0,7.0,108.5,0.0,35.0,84.0,49.0
2016-11-20,Snacks,600.0,32.0,6.0,9.0,14.0,0.0,60.0,560.0,0.0,24.0,4.0,10.0,62.0,0.0,0.0,20.0,12.0
2016-11-22,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-22,Lunch,1125.0,29.3,6.5,0.0,0.0,0.0,240.0,1820.0,0.0,144.5,12.5,28.0,71.0,0.0,0.0,0.0,0.0
2016-11-22,Dinner,4420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-23,Lunch,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,Dinner,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,Snacks,1612.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-11-24,Breakfast,404.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-24,Lunch,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-24,Snacks,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,Breakfast,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,Lunch,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,Dinner,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,Snacks,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-27,Breakfast,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-27,Lunch,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-27,Dinner,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-27,Snacks,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-28,Lunch,960.0,36.3,7.5,0.0,0.0,0.0,240.0,2295.0,0.0,90.0,10.5,31.5,68.5,0.0,0.0,0.0,0.0
2016-11-28,Dinner,1140.0,52.5,13.5,13.5,21.0,0.0,15.0,2070.0,0.0,93.0,15.0,30.0,75.0,12.0,0.0,30.0,30.0
2016-11-28,Snacks,240.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-11-29,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-11-29,Lunch,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-11-29,Snacks,890.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-11-30,Breakfast,328.7,7.6,4.2,0.0,0.1,0.0,24.5,536.0,400.3,51.7,3.8,0.7,11.0,4.2,0.0,4.3,18.3
2016-11-30,Lunch,394.0,1.4,0.1,0.1,0.0,0.0,37.5,1339.5,227.0,73.8,12.1,28.8,24.1,36.0,20.5,4.0,26.5
2016-11-30,Dinner,705.0,25.3,5.5,0.0,0.0,0.0,240.0,1805.0,0.0,57.5,8.5,27.0,62.0,0.0,0.0,0.0,0.0
2016-11-30,Snacks,320.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,400.0,12.0,6.0,2.0,12.0,0.0,0.0,16.0,12.0
2016-12-01,Dinner,880.0,36.0,9.0,9.0,14.0,0.0,60.0,1740.0,0.0,62.0,10.0,20.0,76.0,8.0,0.0,20.0,24.0
2016-12-01,Snacks,240.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-02,Breakfast,420.7,9.4,4.2,0.0,0.1,0.0,43.5,282.0,232.3,62.7,3.0,2.7,15.0,5.2,0.0,7.3,23.3
2016-12-02,Lunch,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-02,Dinner,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-02,Snacks,1520.0,16.0,2.0,0.0,0.0,0.0,60.0,260.0,200.0,12.0,3.0,3.0,54.0,0.0,0.0,24.0,10.0
2016-12-03,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-03,Lunch,1665.0,61.6,13.0,0.0,0.0,0.0,480.0,4100.0,0.0,147.5,19.0,58.5,130.5,0.0,0.0,0.0,0.0
2016-12-03,Dinner,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-03,Snacks,5920.0,8.0,4.0,0.0,0.0,0.0,240.0,1040.0,0.0,24.0,0.0,8.0,192.0,0.0,0.0,64.0,16.0
2016-12-04,Breakfast,194.7,15.1,2.5,4.5,7.1,0.0,0.0,139.5,232.3,7.0,2.0,3.0,8.6,0.0,0.0,0.9,4.3
2016-12-04,Lunch,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-04,Dinner,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-04,Snacks,1464.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,82.8,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-05,Breakfast,534.7,19.1,7.0,0.0,0.1,0.0,205.0,1349.5,232.3,66.0,5.0,7.0,24.6,8.0,0.0,15.9,25.3
2016-12-05,Lunch,1130.0,53.0,9.0,0.0,0.0,0.0,98.0,2860.0,0.0,116.0,9.0,30.0,48.0,0.0,0.0,0.0,0.0
2016-12-05,Dinner,930.0,45.0,18.0,0.0,0.0,0.0,105.0,2490.0,0.0,99.0,6.0,9.0,57.0,15.0,0.0,75.0,30.0
2016-12-05,Snacks,240.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-06,Lunch,255.0,11.0,2.0,0.0,0.0,0.0,0.0,490.0,0.0,32.5,2.0,4.5,6.5,0.0,0.0,0.0,0.0
2016-12-06,Dinner,930.0,45.0,18.0,0.0,0.0,0.0,105.0,2490.0,0.0,99.0,6.0,9.0,57.0,15.0,0.0,75.0,30.0
2016-12-06,Snacks,400.0,16.0,2.0,0.0,0.0,0.0,60.0,260.0,200.0,12.0,3.0,3.0,54.0,0.0,0.0,24.0,10.0
2016-12-07,Breakfast,164.7,14.1,1.0,0.0,0.1,0.0,0.0,9.5,432.3,6.0,3.0,1.0,6.6,0.0,0.0,8.9,6.3
2016-12-07,Lunch,394.0,1.4,0.1,0.1,0.0,0.0,37.5,1339.5,227.0,73.8,12.1,28.8,24.1,36.0,20.5,4.0,26.5
2016-12-07,Dinner,1520.0,70.0,18.0,18.0,28.0,0.0,20.0,2760.0,0.0,124.0,20.0,40.0,100.0,16.0,0.0,40.0,40.0
2016-12-07,Snacks,400.0,16.0,2.0,0.0,0.0,0.0,60.0,260.0,200.0,12.0,3.0,3.0,54.0,0.0,0.0,24.0,10.0
2016-12-08,Breakfast,164.7,14.1,1.0,0.0,0.1,0.0,0.0,9.5,432.3,6.0,3.0,1.0,6.6,0.0,0.0,8.9,6.3
2016-12-08,Lunch,394.0,1.4,0.1,0.1,0.0,0.0,37.5,1339.5,227.0,73.8,12.1,28.8,24.1,36.0,20.5,4.0,26.5
2016-12-08,Dinner,880.0,32.1,6.1,0.0,0.0,0.0,171.1,1997.5,0.0,95.3,9.8,23.3,53.3,0.0,0.0,0.0,0.0
2016-12-08,Snacks,1360.0,56.0,14.0,9.0,14.0,0.0,140.0,2340.0,200.0,52.0,7.0,29.0,172.0,16.0,0.0,76.0,22.0
2016-12-09,Breakfast,444.7,8.9,4.7,0.0,0.1,0.0,24.5,453.0,232.3,47.7,2.0,4.7,11.0,4.2,15.0,17.3,15.3
2016-12-09,Lunch,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09,Dinner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09,Snacks,2403.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,47.9,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-10,Breakfast,194.7,15.1,2.5,4.5,7.1,0.0,0.0,139.5,232.3,7.0,2.0,3.0,8.6,0.0,0.0,0.9,4.3
2016-12-10,Lunch,1340.0,82.0,36.0,0.0,0.0,2.0,240.0,200.0,0.0,78.0,6.0,20.0,74.0,40.0,30.0,70.0,60.0
2016-12-10,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-12-10,Snacks,480.0,4.0,2.0,0.0,0.0,0.0,120.0,520.0,0.0,12.0,0.0,4.0,96.0,0.0,0.0,32.0,8.0
2016-12-11,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-11,Dinner,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-11,Snacks,1170.0,16.0,2.0,0.0,0.0,0.0,60.0,260.0,200.0,12.0,3.0,3.0,54.0,0.0,0.0,24.0,10.0
2016-12-12,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-12,Lunch,850.0,35.0,7.5,0.0,0.0,0.0,195.0,1610.0,0.0,79.0,7.0,19.0,54.0,0.0,0.0,0.0,0.0
2016-12-12,Snacks,920.0,3.0,1.5,0.0,0.0,0.0,90.0,390.0,0.0,9.0,0.0,3.0,72.0,0.0,0.0,24.0,6.0
2016-12-13,Breakfast,164.7,14.1,1.0,0.0,0.1,0.0,0.0,9.5,432.3,6.0,3.0,1.0,6.6,0.0,0.0,8.9,6.3
2016-12-13,Lunch,960.0,36.3,7.5,0.0,0.0,0.0,240.0,2295.0,0.0,90.0,10.5,31.5,68.5,0.0,0.0,0.0,0.0
2016-12-13,Dinner,620.0,30.0,12.0,0.0,0.0,0.0,70.0,1660.0,0.0,66.0,4.0,6.0,38.0,10.0,0.0,50.0,20.0
2016-12-13,Snacks,1040.0,4.0,2.0,0.0,0.0,0.0,120.0,520.0,0.0,12.0,0.0,4.0,96.0,0.0,0.0,32.0,8.0
2016-12-14,Breakfast,273.7,14.5,1.1,0.1,0.1,0.0,0.0,11.5,659.3,35.3,8.1,23.0,7.2,1.0,8.0,9.9,7.3
2016-12-14,Lunch,1180.0,47.0,9.5,0.0,0.0,0.0,240.0,2520.0,0.0,116.0,10.0,34.0,73.0,0.0,0.0,0.0,0.0
2016-12-14,Dinner,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-14,Snacks,480.0,4.0,2.0,0.0,0.0,0.0,120.0,520.0,0.0,12.0,0.0,4.0,96.0,0.0,0.0,32.0,8.0
2016-12-15,Breakfast,113.7,0.5,0.1,0.1,0.1,0.0,0.0,11.5,459.3,29.3,5.1,22.0,1.2,1.0,8.0,1.9,1.3
2016-12-15,Lunch,960.0,36.3,7.5,0.0,0.0,0.0,240.0,2295.0,0.0,90.0,10.5,31.5,68.5,0.0,0.0,0.0,0.0
2016-12-15,Dinner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-15,Snacks,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-16,Breakfast,613.7,0.5,0.1,0.1,0.1,0.0,0.0,11.5,459.3,29.3,5.1,22.0,1.2,1.0,8.0,1.9,1.3
2016-12-16,Lunch,1280.0,66.0,20.0,0.0,0.0,0.0,240.0,3000.0,0.0,86.0,6.0,16.0,78.0,20.0,30.0,16.0,60.0
2016-12-16,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-12-16,Snacks,360.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-17,Breakfast,184.7,4.1,3.0,0.0,0.1,0.0,10.0,769.5,232.3,8.0,0.0,8.0,28.6,8.0,0.0,16.9,0.3
2016-12-17,Lunch,1130.0,40.5,12.0,0.0,0.0,0.0,280.0,2925.0,0.0,110.0,22.0,5.5,89.5,0.0,0.0,0.0,0.0
2016-12-17,Dinner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-17,Snacks,820.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-18,Dinner,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-18,Snacks,435.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,22.3,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-19,Breakfast,273.7,14.5,1.1,0.1,0.1,0.0,0.0,11.5,659.3,35.3,8.1,23.0,7.2,1.0,8.0,9.9,7.3
2016-12-19,Lunch,1280.0,66.0,20.0,0.0,0.0,0.0,240.0,3000.0,0.0,86.0,6.0,16.0,78.0,20.0,30.0,16.0,60.0
2016-12-19,Dinner,760.0,35.0,9.0,9.0,14.0,0.0,10.0,1380.0,0.0,62.0,10.0,20.0,50.0,8.0,0.0,20.0,20.0
2016-12-19,Snacks,240.0,2.0,1.0,0.0,0.0,0.0,60.0,260.0,0.0,6.0,0.0,2.0,48.0,0.0,0.0,16.0,4.0
2016-12-20,Breakfast,273.7,14.5,1.1,0.1,0.1,0.0,0.0,11.5,659.3,35.3,8.1,23.0,7.2,1.0,8.0,9.9,7.3
2016-12-20,Lunch,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-20,Dinner,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-20,Snacks,360.0,3.0,1.5,0.0,0.0,0.0,90.0,390.0,0.0,9.0,0.0,3.0,72.0,0.0,0.0,24.0,6.0
2016-12-21,Breakfast,278.4,14.6,1.1,0.1,0.2,0.0,0.0,21.0,891.6,35.3,8.1,23.0,7.8,1.0,8.0,10.8,7.6
2016-12-21,Lunch,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-21,Dinner,1520.0,70.0,18.0,18.0,28.0,0.0,20.0,2760.0,0.0,124.0,20.0,40.0,100.0,16.0,0.0,40.0,40.0
2016-12-21,Snacks,1872.0,4.0,2.0,0.0,0.0,0.0,120.0,520.0,0.0,114.4,0.0,4.0,96.0,0.0,0.0,32.0,8.0
2016-12-22,Breakfast,704.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-22,Dinner,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-22,Snacks,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,Breakfast,604.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-23,Dinner,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,Snacks,3080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-24,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-24,Lunch,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-24,Dinner,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-24,Snacks,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-25,Breakfast,404.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-26,Breakfast,404.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-26,Lunch,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-27,Breakfast,4.7,0.1,0.0,0.0,0.1,0.0,0.0,9.5,232.3,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.3
2016-12-28,Breakfast,563.2,35.3,11.2,4.5,13.4,1.6,262.7,1297.5,290.5,43.9,1.2,15.7,21.4,10.5,0.0,19.1,16.7
